Country,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960
Mauritius,3.2149,3.03131,3.11614,3.08395,3.0151,2.74305,2.58958,2.57299,2.46346,2.47241,2.33267,2.09986,1.89288,1.74044,1.72033,1.6302,1.45975,1.61734,1.57576,1.42189,1.38191,1.00334,0.820885,0.901873,0.780152,0.696586,0.62132,0.597241,0.507067,0.554282,0.611167,0.693764,0.673537,0.696483,0.683638,0.661869,0.789328,0.784436,0.8091,0.471904,0.603768,0.704146,0.799158,0.63618,0.357727,0.404198,0.4183,0.290764,0.361281,0.274719,0.272515
Mexico,3.76357,3.8329,4.10065,4.0152,3.94051,3.92882,3.75515,3.7539,3.66602,3.74787,3.67291,3.73202,3.70893,3.62118,3.50627,3.43883,3.7201,3.60415,3.65953,3.7131,3.65273,4.29137,3.71593,3.79457,3.70934,3.70542,3.63616,3.7185,4.15221,3.9564,3.81581,3.50539,3.32248,2.95501,2.90045,2.66532,2.58642,2.48115,2.34875,2.31098,2.1528,1.99154,1.8878,1.86684,1.7299,1.65966,1.69079,1.5591,1.54748,1.63512,1.63189
Middle East & North Africa (all income levels),5.85526,5.77252,5.76026,5.49084,5.54299,5.35512,5.2115,4.89448,4.63949,4.67611,4.73969,4.44802,4.24409,3.95161,4.13456,4.23025,4.42279,4.30977,4.05747,3.85522,3.73251,3.73133,3.70887,3.57218,3.62954,3.50997,3.42089,3.29792,3.19259,3.26268,3.46844,3.52879,3.45903,3.38162,3.30585,2.88114,3.00314,3.04352,2.64306,2.52734,2.31173,2.24864,2.04823,1.76459,1.7047,1.53997,1.331,1.1753,1.05204,0.981754,0.959333
Middle East & North Africa (developing only),3.89455,3.96468,3.91823,3.70648,3.68835,3.62437,3.4702,3.32575,3.15835,3.1964,3.15663,3.19185,3.00203,2.73577,2.82547,2.85092,2.79458,2.66746,2.59986,2.55571,2.47262,2.52701,2.51853,2.40718,2.32981,2.34657,2.3186,2.21162,2.04444,1.96499,2.17721,2.40401,2.37185,2.29204,2.26449,1.95864,1.96791,1.95492,1.73151,1.69654,1.63379,1.59021,1.60311,1.29308,1.30601,1.12913,0.984563,0.895966,0.841324,0.832979,0.850846
Middle income,3.44674,3.31373,3.1912,3.08029,2.95481,2.79591,2.66982,2.45893,2.23217,2.19123,2.16438,2.13592,2.1246,2.17473,2.19123,2.14526,2.08308,2.06801,2.0495,2.01028,1.96444,1.99757,1.97917,1.91235,1.85008,1.80884,1.73988,1.68851,1.6603,1.59469,1.61556,1.64022,1.60605,1.51874,1.4371,1.38217,1.31304,1.29757,1.24026,1.20423,1.13378,1.0084,0.933495,0.874668,0.911113,0.866948,0.821518,0.798942,0.790166,0.840203,0.970992
Mongolia,4.24321,4.13601,3.8093,3.88876,3.7107,3.42243,3.42572,3.25464,3.39199,3.25832,3.13094,3.17904,3.27219,3.30163,3.47135,3.44829,3.4909,4.11545,4.93777,5.50396,4.59853,4.93611,5.54861,5.2065,4.89475,4.69756,3.44734,3.83753,3.80371,3.83311,4.0715,3.82673,3.60548,3.18296,2.89577,2.74843,2.60796,2.4905,2.41914,2.30537,2.22804,2.16087,2.05663,1.83478,1.71455,1.76872,1.9043,1.53733,1.95076,1.41875,1.35473
Morocco,1.59938,1.58397,1.61309,1.63913,1.56029,1.51936,1.45067,1.26952,1.30509,1.29957,1.18095,1.16843,1.14368,1.15309,1.14532,1.13195,1.12184,1.08528,1.01837,0.993946,0.95409,0.946597,0.892036,0.864879,0.829139,0.801957,0.818066,0.836644,0.821422,0.782058,0.805311,0.825129,0.691844,0.687405,0.638892,0.628262,0.643228,0.568492,0.484534,0.504283,0.458249,0.374533,0.370517,0.365405,0.378254,0.302368,0.32193,0.295827,0.23623,0.297696,0.295358
Mozambique,0.120258,0.110194,0.102781,0.107836,0.0917289,0.0867428,0.0940126,0.0965026,0.0821853,0.0841318,0.0738391,0.0667548,0.0653057,0.0665559,0.0632571,0.0695239,0.0692896,0.0723885,0.0697602,0.0739019,0.0737835,0.0777495,0.075818,0.0734792,0.0733899,0.0860472,0.116392,0.152127,0.199637,0.200174,0.264258,0.223302,0.2494,0.242,0.234647,0.271738,0.304217,0.352559,0.333947,0.374072,0.315754,0.350627,0.30737,0.211805,0.245676,0.236711,0.258117,0.20444,0.249691,0.337532,0.246472
Myanmar,0.173213,0.201633,0.176421,0.248608,0.249719,0.23143,0.249318,0.198597,0.186918,0.178422,0.2082,0.187154,0.170714,0.160701,0.157789,0.15354,0.13975,0.121282,0.112571,0.0977126,0.101506,0.107677,0.101048,0.124271,0.172773,0.174093,0.174043,0.156339,0.155047,0.15982,0.160296,0.15146,0.15673,0.161034,0.156126,0.149717,0.15628,0.140731,0.171794,0.183372,0.169946,0.121337,0.113329,0.143519,0.114152,0.113565,0.121863,0.114897,0.128405,0.11805,0.126463
Nepal,0.139872,0.132065,0.116089,0.104004,0.103856,0.128168,0.11109,0.120362,0.112431,0.146028,0.139504,0.141895,0.101533,0.128573,0.117745,0.098857,0.0846143,0.0750224,0.0698719,0.0517384,0.0350276,0.0516463,0.0575304,0.0516794,0.0426363,0.0420216,0.044623,0.0321099,0.0294568,0.0308942,0.0377283,0.0365057,0.0239995,0.0250834,0.0214617,0.0273508,0.0337779,0.0342204,0.022195,0.0167722,0.0196682,0.0353091,0.0228191,0.0195764,0.0179055,0.0172045,0.0146711,0.00984118,0.00890609,0.00830821,0.00845202
Netherlands,10.9584,10.2629,10.5709,10.4852,10.2288,10.5533,10.8651,10.7881,10.6734,10.4245,10.3836,10.3103,10.7216,10.9794,11.5312,10.741,10.7787,10.8341,10.5597,10.8882,10.9342,10.984,9.95351,10.4036,9.95698,10.2093,10.0564,9.62318,9.38483,11.5782,12.5449,13.3786,12.233,11.8559,12.3191,11.1969,11.8453,12.3255,11.8388,10.6768,10.8858,9.00065,8.92025,8.47605,8.32153,8.17405,7.98767,7.62392,7.06085,6.52036,6.39918
New Caledonia,15.6801,11.6022,13.4515,12.1477,11.6565,12.109,11.0934,12.1835,10.9601,8.77418,10.7828,9.72777,8.8008,9.05648,8.95344,8.968,9.21106,9.74794,10.0222,10.394,9.66953,10.3176,9.68927,9.31073,9.11988,9.51503,8.01006,7.94433,8.75512,9.67681,14.0013,11.6171,11.0266,15.4688,17.5538,19.0243,21.5766,20.9113,14.3124,21.3029,22.1718,15.0084,18.3745,15.1922,16.0151,13.3925,12.2397,7.05964,6.60705,10.7362,10.9082
New Zealand,7.22351,7.48983,8.02653,7.9579,8.01822,8.20527,8.50385,8.42722,8.40851,8.89322,8.52753,8.53093,7.85113,8.1907,7.70836,7.3901,7.28943,7.53171,7.11554,6.91726,7.10648,7.70034,7.73517,7.36334,7.05205,6.71491,5.97929,5.61518,5.77918,5.28886,5.60846,5.2994,5.76978,6.50616,6.18456,5.92315,6.20323,6.14696,5.57772,5.27878,5.05033,5.14713,4.90784,5.00761,5.23759,5.21226,5.06918,4.83034,4.51653,4.86317,4.86707
Nicaragua,0.780989,0.782776,0.773773,0.821146,0.80841,0.791852,0.821727,0.829542,0.769231,0.765746,0.737581,0.722288,0.692949,0.64806,0.604404,0.596547,0.557639,0.517457,0.551445,0.473395,0.615924,0.365284,0.567696,0.628927,0.596202,0.536749,0.511406,0.567201,0.615609,0.640498,0.623864,0.542282,0.858793,0.954128,0.771457,0.689353,0.718997,0.695472,0.629509,0.609114,0.585271,0.552994,0.545684,0.493795,0.451955,0.378622,0.474344,0.433942,0.349885,0.306534,0.29963
Niger,0.0888271,0.0709296,0.0622036,0.0578567,0.0589735,0.0628606,0.0758855,0.0718196,0.0688883,0.0666058,0.072407,0.100013,0.105173,0.102754,0.106926,0.100405,0.0985957,0.102899,0.0948869,0.102624,0.107353,0.138494,0.135625,0.141133,0.130817,0.148754,0.152403,0.152078,0.121287,0.114313,0.0980507,0.0846669,0.0757762,0.0683687,0.0639912,0.0658104,0.0587482,0.0688147,0.0542416,0.0509183,0.0490303,0.0444352,0.0386645,0.0325328,0.0343874,0.0238963,0.0255615,0.0242699,0.0187209,0.0160397,0.00879076
Nigeria,0.494091,0.46157,0.612541,0.646863,0.687395,0.750051,0.713586,0.702663,0.759339,0.661489,0.644398,0.373763,0.343834,0.35261,0.363612,0.32204,0.441207,0.582306,0.645019,0.461303,0.474553,0.455484,0.779383,0.671203,0.853538,0.833036,0.851423,0.751666,0.843983,0.870972,0.924785,0.981427,0.694761,0.749983,0.844407,0.745623,1.00702,0.822385,0.704174,0.561854,0.383739,0.220785,0.123668,0.244683,0.251437,0.234157,0.147963,0.111164,0.0887218,0.0891635,0.0753488
North America,17.2764,17.1126,18.3821,19.1212,18.9972,19.4878,19.5275,19.3737,19.3407,19.3842,19.9638,19.5336,19.5118,19.5014,19.2374,18.9942,19.0783,19.0719,18.907,18.7626,18.8083,19.6613,19.6117,18.9543,18.3143,18.5235,18.646,18.2509,18.2985,19.4492,20.4475,21.3665,21.467,21.0617,20.7482,20.0804,21.0785,21.9869,21.3256,20.5336,20.6271,19.3617,18.6685,18.149,17.6379,17.0221,16.5386,15.9925,15.5681,15.2215,15.5255
Norway,11.6964,9.74935,10.5545,9.57485,9.49584,9.17922,9.29146,9.33769,8.24763,9.10383,8.64132,9.19398,8.23023,7.74829,7.57281,8.0075,6.74443,7.46668,6.90557,7.51429,7.39457,8.82113,7.94642,8.39129,8.0734,8.39985,7.99458,7.28882,7.98494,8.10645,8.57508,8.17587,8.02216,7.71727,7.25722,7.40297,6.94891,7.70692,7.48224,6.96845,7.22754,5.77539,5.53919,5.10729,5.21273,4.40749,4.38233,4.08652,3.86863,3.69869,3.65856
OECD members,10.1522,9.95236,10.6622,10.9513,10.9137,11.0306,11.082,11.0105,10.9121,10.937,11.0786,10.8882,10.9315,11.0003,10.9629,10.7177,10.6665,10.6195,10.6391,10.6452,10.5736,10.8658,10.6397,10.3887,10.1368,10.2183,10.1851,10.008,10.1463,10.5862,11.0995,11.4577,11.2686,11.0837,10.9745,10.5289,10.9755,11.3503,10.9207,10.5333,10.4593,9.74283,9.29454,8.91553,8.64239,8.36769,8.1276,7.84172,7.53037,7.30911,7.27388
Pacific island small states,1.10573,0.903928,1.01257,1.082,1.15266,1.15782,1.06772,0.95459,0.927462,1.08498,0.894553,0.860902,0.788056,0.813834,0.915038,0.892417,0.861437,0.845633,0.827198,0.884679,0.979559,0.853025,0.777904,0.700509,0.792527,0.830557,0.794483,0.90745,1.00253,1.21905,1.00005,1.03136,0.898975,1.00605,0.688802,0.912296,0.954152,0.92474,0.877019,0.851417,0.782633,0.685635,0.654396,0.629495,0.57256,0.584998,0.697864,0.460405,0.453799,0.37728,0.362617
Pakistan,0.932118,0.928252,0.938136,0.969294,0.907829,0.864942,0.848212,0.78005,0.762117,0.737335,0.740095,0.714069,0.712146,0.70893,0.72605,0.666858,0.687234,0.648248,0.620591,0.597421,0.617202,0.565117,0.556624,0.528589,0.504632,0.497723,0.467642,0.455016,0.436733,0.415797,0.400928,0.365173,0.349122,0.336379,0.325011,0.340685,0.32371,0.311613,0.302709,0.379294,0.411084,0.416436,0.441153,0.395242,0.382515,0.385999,0.377653,0.377009,0.336481,0.314032,0.310813
Palau,10.5693,10.2742,10.3332,10.3897,10.0782,9.57874,9.44292,9.67939,9.36654,9.44908,6.11995,6.21591,6.3347,6.47487,6.63148,6.58806,6.54627,6.7305,7.1522,15.1695,15.5536,15.4013,12.6579,11.333,11.5397,11.7789,11.7928,12.1153,12.4482,12.7337,12.9279,10.281,9.05358,14.998,9.25407,15.8266,15.9369,14.6132,14.5405,14.1571,11.8177,11.6464,6.87194,6.61854,6.0307,6.12187,5.53875,5.29862,5.05793,5.18513,1.52189
Panama,2.61905,2.38832,2.132,2.04094,2.14982,2.03182,1.75727,1.89867,1.84708,2.24863,1.89543,1.89371,2.02785,1.96541,1.64294,1.08267,1.6062,1.48985,1.63819,1.27811,1.11332,1.03611,1.22914,1.37217,1.20638,1.17741,1.31985,1.63693,1.57835,1.63912,1.56994,1.64442,1.49985,1.87364,2.00609,2.08891,1.77001,1.95183,1.73475,1.65845,1.44451,1.38518,1.40283,1.21351,1.21985,1.15909,0.970726,0.952999,0.988109,0.942988,0.877945
Papua New Guinea,0.457109,0.49715,0.530664,0.766344,0.735655,0.756745,0.753317,0.683696,0.62064,0.585368,0.499684,0.470187,0.556029,0.51418,0.446916,0.432333,0.474756,0.445254,0.470011,0.484425,0.51505,0.50159,0.555562,0.604297,0.547387,0.578288,0.570969,0.575891,0.573408,0.584867,0.569069,0.574044,0.549851,0.532574,0.544621,0.545542,0.581433,0.50735,0.492522,0.329625,0.284654,0.235033,0.217197,0.193181,0.154423,0.140836,0.126458,0.123669,0.0972028,0.10079,0.0913508
Paraguay,0.785657,0.711749,0.698,0.675295,0.662706,0.649035,0.705761,0.716318,0.699652,0.69974,0.6895,0.859313,0.877669,0.835455,0.763756,0.825524,0.745641,0.644332,0.586433,0.51216,0.532394,0.566091,0.559715,0.50425,0.458971,0.433682,0.429177,0.41686,0.414283,0.438888,0.479174,0.439643,0.49159,0.40143,0.367165,0.299349,0.348326,0.325254,0.274088,0.2491,0.29959,0.21495,0.250153,0.212225,0.229475,0.252548,0.204049,0.198907,0.195148,0.185406,0.159599
Peru,1.96766,1.63666,1.44204,1.52526,1.25091,1.33951,1.16391,0.974405,1.01711,1.03006,1.16526,1.14628,1.10315,1.10558,0.9999,0.997657,0.988052,1.02058,0.900171,0.91917,0.972329,1.02415,1.20273,1.26237,1.09386,0.999329,1.08447,1.09709,1.30033,1.35667,1.39201,1.31875,1.36526,1.45735,1.43989,1.44849,1.448,1.37705,1.30243,1.37177,1.3479,1.19264,1.16233,1.12543,1.12362,1.04337,1.10069,0.945332,0.948039,0.845857,0.82301
Philippines,0.873148,0.813883,0.840351,0.783898,0.774814,0.871958,0.879317,0.865958,0.881218,0.896013,0.944047,0.909779,0.930735,0.977703,0.873263,0.8722,0.805276,0.743907,0.750083,0.692078,0.674162,0.647927,0.64093,0.570108,0.523326,0.516317,0.586192,0.688312,0.699008,0.71155,0.780617,0.826985,0.835272,0.841991,0.827316,0.787632,0.760416,0.80825,0.697217,0.748593,0.692125,0.657131,0.658384,0.555419,0.505972,0.452308,0.428483,0.395823,0.368528,0.321161,0.317265
Poland,8.30863,7.83158,8.29163,8.27997,8.38998,7.95479,7.9877,7.97957,7.76691,7.9169,7.88558,8.20308,8.45591,9.08285,9.29007,8.98598,8.7218,9.16554,9.31306,9.45432,9.62387,11.1636,11.7907,12.3541,12.104,11.9859,11.7573,11.5482,11.6535,11.4228,13.0594,12.5539,12.3566,12.0794,11.6146,11.0409,10.2995,10.0766,9.98174,9.55499,9.32032,9.02208,8.54859,8.10583,7.9757,7.86205,7.80729,7.52862,7.15361,6.9228,6.74036
Portugal,4.95229,5.43236,5.52715,5.77303,5.61744,6.21796,6.02594,5.85875,6.4129,6.0663,6.11921,6.33105,5.71406,5.266,5.04106,5.17892,4.76087,4.69789,4.84254,4.41097,4.22671,4.11892,3.28616,3.14418,3.04209,2.73426,2.90756,3.03071,2.95157,2.76383,2.76312,2.59086,2.37938,2.40364,2.39677,2.34857,2.36623,2.31707,2.12616,1.89804,1.75779,1.66859,1.47234,1.39829,1.32704,1.28895,1.21998,1.11021,1.03438,1.01805,0.928578
Qatar,40.3101,42.2738,50.0305,58.3464,58.6355,63.1799,61.6238,54.763,45.2272,49.6279,58.4985,54.894,58.8727,68.5349,62.1022,61.5076,61.0443,62.4439,54.7422,36.4335,24.71,30.9385,26.7943,27.1668,33.3846,33.4356,36.1382,36.4381,44.5603,51.8394,58.5404,69.9511,54.8354,54.4208,59.7571,66.667,68.2743,87.7236,82.7107,76.7469,69.2203,71.2209,76.0937,77.6193,78.7237,85.5504,92.9558,99.5598,3.3932,3.14133,3.72001
Romania,3.88925,3.94292,4.60833,4.83455,4.84083,4.48767,4.44722,4.44694,4.24168,4.3228,4.00947,3.98895,4.54217,5.07436,5.60109,5.60308,5.07761,5.30237,5.40761,5.9793,6.84695,9.24561,9.22807,9.2449,8.84311,8.54054,8.3542,8.87887,8.69511,8.84016,8.83965,8.87597,8.83329,8.19998,8.10916,7.62001,7.17779,6.9573,6.41025,6.14955,5.93137,5.57991,5.06013,4.71632,4.38102,4.13645,3.81176,3.69883,3.42029,3.00589,2.90381
Rwanda,0.0548186,0.0546759,0.0530879,0.0561418,0.054658,0.0559998,0.074494,0.074737,0.0767059,0.0786981,0.0816774,0.0854527,0.0895057,0.100875,0.106369,0.108123,0.108183,0.105786,0.0974864,0.0904437,0.0945379,0.095434,0.0988861,0.0913911,0.0933065,0.100785,0.108004,0.122947,0.110973,0.113178,0.0962975,0.0597808,0.060298,0.0575915,0.05949,0.0403784,0.0173513,0.016984,0.0165692,0.0161152,0.0156269,0.0161161,0.0155943,0.0118003,0.0132579,0.0147454,0.0115981,0.0271808,0.0276474,0.0465093,0.0362522
Samoa,0.867327,0.873549,0.879549,0.88536,0.870815,0.876356,0.861405,0.846182,0.80985,0.814578,0.798023,0.801954,0.763168,0.76666,0.770756,0.77582,0.716949,0.767586,0.77518,0.759893,0.76553,0.746977,0.704214,0.706007,0.707867,0.710348,0.713688,0.717735,0.722213,0.656349,0.636493,0.616052,0.690494,0.526441,0.312822,0.387573,0.219699,0.246291,0.248909,0.252137,0.204896,0.208767,0.213348,0.191283,0.196416,0.230869,0.208092,0.184019,0.158352,0.163529,0.135009
Sao Tome and Principe,0.555519,0.529179,0.501275,0.516194,0.531095,0.498056,0.486204,0.447635,0.406184,0.362089,0.341904,0.346961,0.351426,0.355677,0.360262,0.365637,0.372037,0.379462,0.387793,0.396749,0.406074,0.415807,0.426037,0.470081,0.481216,0.527014,0.501715,0.547232,0.48249,0.453692,0.42481,0.356319,0.366464,0.335625,0.345642,0.221955,0.227259,0.185582,0.14187,0.144765,0.197546,0.203045,0.209423,0.16208,0.166538,0.169776,0.171331,0.114271,0.170746,0.170429,0.171208
Saudi Arabia,17.0399,16.0853,15.8626,15.1852,17.0558,16.1053,16.6043,14.3212,14.9555,14.2265,14.7402,11.5419,10.7702,11.3447,13.728,12.7242,16.9818,17.6718,16.5397,15.9958,13.4485,13.0059,13.4073,13.1264,14.7201,13.0071,12.3654,13.5507,14.1499,16.7378,17.2102,14.9227,13.1995,14.3477,13.035,11.2954,14.116,14.2976,11.0915,9.87021,7.80482,6.33659,5.42791,4.93274,1.28461,0.875213,1.51314,1.54395,1.43955,0.849791,0.657377
Sierra Leone,0.119854,0.115707,0.119977,0.117132,0.138878,0.106718,0.130216,0.138502,0.135481,0.132316,0.102753,0.072786,0.0768226,0.0840132,0.081391,0.0728338,0.0723834,0.0542043,0.0536626,0.115802,0.0961496,0.0936721,0.117277,0.131207,0.182928,0.185171,0.17641,0.202267,0.166234,0.212865,0.191408,0.218534,0.234788,0.17358,0.156192,0.185899,0.188883,0.19996,0.257176,0.310883,0.344704,0.445836,0.157846,0.105533,0.127509,0.121661,0.133181,0.164493,0.147044,0.132338,0.331032
Singapore,2.66319,4.9657,4.05769,3.89348,6.99758,7.11686,6.83377,7.56606,11.3101,11.9722,12.1666,12.6479,14.5888,18.2403,15.0668,13.3664,19.119,16.4863,15.5592,15.1272,15.4052,14.2919,12.6859,11.7485,12.8145,12.214,12.2256,13.0535,11.2414,10.6008,13.0219,15.1557,14.0909,12.1744,13.0975,10.8474,9.85245,9.67667,10.3328,7.85327,8.77817,3.52786,2.69375,1.54646,0.348805,1.34095,2.01112,1.89377,1.47292,1.22994,0.846368
Small states,3.54458,3.34177,3.40949,3.63093,3.04312,2.8586,2.96753,2.83841,2.79936,2.72101,2.52288,2.4337,2.28304,2.38139,2.45491,2.45554,2.31641,2.17812,2.33385,2.2892,2.22094,2.15176,1.94492,2.07233,2.07357,2.40737,2.23827,2.23753,2.53933,2.65993,3.09584,3.08486,3.12476,3.18251,2.89699,2.69467,2.59904,2.71514,2.21374,2.19695,1.87102,1.38039,1.38243,1.31034,1.0828,1.09428,1.00552,0.585907,1.10275,0.854488,0.601404
Solomon Islands,0.383106,0.384528,0.393251,0.402355,0.373759,0.38287,0.392469,0.402574,0.396314,0.406936,0.400195,0.411178,0.413191,0.424755,0.436738,0.449142,0.440985,0.464464,0.488957,0.503012,0.517391,0.532049,0.534581,0.562447,0.552326,0.555177,0.544357,0.561712,0.490913,0.568913,0.445229,0.493529,0.289474,0.387964,0.310698,0.303298,0.354227,0.368021,0.318687,0.286805,0.251647,0.23677,0.244587,0.227053,0.182015,0.187574,0.138078,0.113826,0.11728,0.120821,0.0933324
South Africa,9.04053,10.0341,9.3828,9.07066,8.80145,8.31487,9.08416,8.20549,7.58996,8.07716,8.37751,8.64409,8.88357,9.07314,8.96594,9.03524,9.37564,9.14103,8.85379,9.63839,9.47482,9.8899,10.1711,9.99072,10.3002,10.3557,10.3572,9.83147,9.69042,9.10888,8.28453,8.12556,7.66826,7.74835,7.64265,7.48956,7.30616,7.33573,7.42556,7.45799,6.78064,6.62952,6.52767,6.46565,6.33275,6.46736,6.17094,5.79984,5.72971,5.69438,5.62972
South Asia,1.4019,1.3982,1.30084,1.19083,1.12782,1.06893,1.04072,0.997764,0.972196,0.967381,0.966619,0.945026,0.903868,0.898294,0.881411,0.823369,0.791922,0.758897,0.744993,0.715615,0.689039,0.670547,0.631126,0.597962,0.572347,0.547841,0.510548,0.504059,0.476409,0.457637,0.435659,0.422878,0.413137,0.41779,0.36187,0.356095,0.335957,0.332334,0.327795,0.324393,0.318689,0.319396,0.32152,0.300909,0.30445,0.301508,0.280935,0.292159,0.276379,0.256433,0.24335
Spain,5.78988,6.21697,7.16553,7.92089,7.8842,8.09706,7.90805,7.61117,7.59128,7.30764,7.31274,7.07265,6.585,6.37072,5.91271,6.13736,5.94373,5.59865,5.99106,5.80029,5.63352,5.84334,5.14089,4.94109,4.94264,5.2379,5.19751,5.37395,5.53218,5.49245,5.74276,5.47687,5.43747,5.37981,5.5216,5.11233,4.92548,4.46238,4.20333,3.76356,3.45797,2.8971,2.9341,2.64723,2.40774,2.22561,2.03773,1.87951,1.93578,1.74622,1.60659
Sri Lanka,0.615398,0.627425,0.588222,0.621628,0.5911,0.592686,0.615664,0.555989,0.581805,0.545066,0.531947,0.447984,0.413279,0.404263,0.379179,0.31967,0.302321,0.277841,0.290187,0.235306,0.221766,0.201821,0.203464,0.241884,0.219879,0.243278,0.241129,0.311589,0.290541,0.267733,0.225287,0.25896,0.237231,0.203576,0.198093,0.209489,0.21504,0.274234,0.267733,0.250535,0.287464,0.352573,0.270316,0.251924,0.232734,0.238138,0.208524,0.239454,0.24545,0.229728,0.228261
St. Kitts and Nevis,4.76307,5.0329,4.87881,4.93989,4.71043,4.776,4.69536,4.61461,4.21907,3.96741,2.25444,2.28484,2.31299,2.33966,2.3663,2.22305,2.07747,2.01599,1.77321,1.78839,1.61649,1.61566,1.60814,1.33013,1.4071,1.22184,1.21384,1.20685,1.5436,1.27984,1.18824,0.843959,0.755148,0.834433,0.830728,0.745359,0.827261,0.662003,0.661794,0.659384,0.571922,0.563733,0.711287,0.464344,0.45501,0.447095,0.367185,0.362832,0.2878,0.429769,0.214876
St. Lucia,2.27383,2.19769,2.29275,2.26293,2.18719,2.21696,2.17606,2.22152,2.03701,2.28826,2.10278,2.05728,2.01239,2.06429,2.21553,2.1198,1.81757,1.58333,1.44681,1.22967,1.1942,1.21376,1.23577,1.11942,1.02637,1.01526,0.913303,0.836546,0.938316,0.797221,0.963495,1.29284,0.864322,0.617526,0.758387,0.70153,0.675733,0.750728,0.723356,0.661103,0.633686,0.606723,0.36242,0.331602,0.299723,0.266544,0.232057,0.235575,0.199107,0.201676,0.163157
St. Vincent and the Grenadines,1.91206,1.8461,1.84764,1.84956,1.85188,1.82087,1.79023,1.79368,1.72924,1.6639,1.4614,1.56362,1.52901,1.25628,1.25538,1.22095,1.11914,0.949851,0.780928,0.714278,0.750393,0.719147,0.619583,0.727222,0.627451,0.631775,0.636251,0.391678,0.394679,0.361716,0.364854,0.294571,0.371778,0.337976,0.341508,0.345169,0.348972,0.431338,0.396582,0.320822,0.324309,0.327711,0.248288,0.208979,0.211087,0.170614,0.215513,0.174273,0.132214,0.133923,0.135902
Sub-Saharan Africa (all income levels),0.819275,0.868566,0.864983,0.863379,0.853459,0.835318,0.884408,0.814394,0.798449,0.812263,0.830902,0.801806,0.810977,0.838385,0.843658,0.840482,0.87676,0.892383,0.886052,0.904406,0.911701,0.966614,1.0444,1.00921,1.05448,1.0707,1.07458,1.03016,1.04314,1.01689,0.979671,0.973594,0.887862,0.89785,0.915436,0.894469,0.946498,0.915956,0.885135,0.861846,0.768519,0.715098,0.677632,0.677024,0.667591,0.670571,0.619039,0.577751,0.564467,0.558499,0.546803
Sub-Saharan Africa (developing only),0.814516,0.86377,0.860178,0.858055,0.84802,0.829752,0.878025,0.806646,0.791953,0.808358,0.830878,0.801708,0.811349,0.838564,0.844121,0.840908,0.877373,0.892881,0.886323,0.904704,0.912149,0.967102,1.04496,1.00975,1.05509,1.07133,1.07515,1.0307,1.04362,1.01734,0.980099,0.974006,0.888213,0.898251,0.915881,0.894937,0.947085,0.916641,0.885656,0.862461,0.769174,0.715691,0.678245,0.677649,0.668204,0.671172,0.619601,0.578272,0.564995,0.559025,0.547321
Sudan,0.310859,0.316755,0.291688,0.298919,0.282122,0.270223,0.295579,0.242416,0.223206,0.180139,0.160938,0.152282,0.144306,0.171064,0.138475,0.153587,0.152757,0.103042,0.173829,0.202976,0.215697,0.149926,0.198509,0.140806,0.183311,0.180714,0.160275,0.184567,0.186959,0.184041,0.196008,0.193233,0.192451,0.220172,0.224466,0.261773,0.36239,0.357019,0.364911,0.348435,0.349795,0.310546,0.237413,0.250772,0.214127,0.202255,0.159284,0.147903,0.13438,0.12881,0.129784
Suriname,4.54044,4.74437,4.73876,4.78461,4.8343,4.76431,4.64512,4.60195,4.68974,4.78797,4.55754,4.67722,4.76632,4.78264,4.8231,5.00685,5.03184,5.08146,5.04464,5.08906,4.45344,4.63585,4.7715,4.54996,4.62118,4.2524,4.17654,3.72003,5.0934,5.54095,6.48918,6.29573,6.58401,5.23124,5.50134,5.54475,4.37012,5.70215,4.68445,4.59129,4.32384,4.1379,4.02757,3.79781,3.20834,2.39453,1.87076,1.68861,1.61456,1.43775,1.49139
Sweden,5.59974,4.70437,5.32611,5.25352,5.459,5.71031,6.06224,6.11519,6.43423,5.74744,5.61244,5.76967,5.98546,5.86069,6.52644,5.74876,6.21124,5.96827,6.37151,6.17665,5.97382,6.53871,6.80894,7.11104,7.41214,7.47199,6.87733,6.99937,7.48221,8.34456,8.63477,10.2401,9.61061,10.3986,10.7402,9.86573,9.7904,10.7378,10.4381,10.4454,11.4859,10.8518,9.81834,8.77002,9.29736,8.09799,7.88792,7.2816,6.78786,6.49625,6.57641
Switzerland,4.95297,5.37182,5.28161,5.03494,5.59561,5.56328,5.46604,5.47826,5.58953,5.94238,5.43548,5.6971,5.88319,5.84948,5.64632,5.57236,5.90806,5.87501,6.2637,6.17622,6.38276,5.93778,6.17453,6.15004,6.50282,6.15534,6.08125,6.24252,5.73117,6.11564,6.41495,6.34085,6.72078,6.54099,6.42343,6.16814,6.54131,7.33476,6.86374,6.75043,6.51957,6.20829,5.9377,5.43399,5.327,5.18573,4.86528,5.11065,4.33291,3.75182,3.66437
